index,Geography,01-Apr,May-17,18-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,<1-9999,"10,000-14,999","15,000-24,999","25,000-34,999","35,000-49,999","50,000-64,999","65,000-74,999",White,Latino,Black,Asian,migration rate,migration st. dev. ,unemployment rate,unemployment st. dev.,birth rate,birth st. dev,death rate,death st. dev.,01-Apr,May-17,18-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,<1-9999,"10,000-14,999","15,000-24,999","25,000-34,999","35,000-49,999","50,000-64,999","65,000-74,999",White,Latino,Black,Asian,Initial Population,Initial Amenities,Population Density,prop_of_pop_modeled,emp_density,world_side_size,prop_tertiary_job,prop_tertiary_people,pareto_alpha,job_1_amenity_effect,job_1_price_effect,job_2_amenity_effect,job_2_price_effect,vacant_amenity_effect,vacant_price_effect,hood_price_effect,hood_amenities_effect,real_modeled_population
32,"Cape Coral, FL Urbanized Area",0.057177896,0.250192206,0.278948982,0.351077195,0.425292012,0.497059254,0.567101333,0.645432163,0.728334205,0.816541592,0.906198022,0.185900153,0.306949485,0.505376444,0.651370014,0.788220554,0.873412116,0.904435432,0.680094005,0.835265711,0.930200154,0.946072569,0.027713439,0.004329405,0.1056,0.02406325,0.008785172,0.000193717,0.01076397,0.000218257,0.071469029,0.25288831,0.287554849,0.395337305,0.505490006,0.593455212,0.667713032,0.739430004,0.806367816,0.870967228,0.936264976,0.235582289,0.367191365,0.572108691,0.726080753,0.847621595,0.913798658,0.938100498,0.605633775,0.778288343,0.906052408,0.917280464,400,86,1292,0.000937589,44,18,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,426626
33,"Cedar Rapids, IA Urbanized Area",0.062797692,0.264430669,0.295393813,0.381831518,0.46510201,0.549985111,0.627590199,0.701981667,0.779937378,0.860888856,0.933873964,0.16829281,0.255287879,0.406527382,0.551141325,0.717043637,0.830938125,0.875819084,0.867538401,0.885743366,0.93747801,0.959947301,0.003100315,0.002092435,0.049,0.00626099,0.012501283,0.000124464,0.007642031,0.00016245,0.065836953,0.200174045,0.265328322,0.480393701,0.623245486,0.73153587,0.789443282,0.83860344,0.89071936,0.932955236,0.970352366,0.261353661,0.373083853,0.560563641,0.711055671,0.82964195,0.913374913,0.945733426,0.798960493,0.820935415,0.901923864,0.939265716,400,29,1859,0.002578117,44,9,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,155152
34,"Champaign, IL Urbanized Area",0.047085653,0.171421184,0.268480379,0.502271525,0.606918003,0.685923763,0.745042033,0.792864316,0.841239822,0.895346005,0.94853516,0.323299027,0.408557504,0.55845002,0.666186301,0.785473446,0.859094557,0.890298084,0.630431029,0.674019311,0.824996907,0.958789927,-0.000295804,0.002313131,0.0664,0.007525955,0.011415376,0.000100202,0.006175094,0.000179184,0.030413518,0.084045483,0.296326541,0.703571933,0.818379653,0.883868034,0.917729006,0.93762801,0.954781411,0.971060809,0.987216611,0.549852758,0.639914798,0.776576304,0.853427304,0.914972123,0.949088031,0.96486562,0.592392605,0.638774915,0.768736756,0.963686045,400,14,2837,0.00300666,44,7,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,133038
35,"Charleston, WV Urbanized Area",0.054639793,0.239520803,0.266752469,0.340728509,0.417319087,0.495930063,0.572051158,0.647459932,0.728039501,0.81551886,0.913925854,0.192349893,0.299879306,0.479260756,0.619809438,0.765778744,0.861505953,0.898634491,0.877610021,0.8817511,0.941144373,0.953394178,-0.00500682,0.002815334,0.0648,0.003429286,0.01110051,0.000279612,0.012375071,0.000298621,0.072107233,0.229235314,0.277242821,0.427108993,0.570374399,0.682107553,0.757349883,0.827900231,0.877176706,0.930356057,0.969342163,0.315745006,0.426957565,0.614333215,0.742920607,0.868755281,0.930323513,0.954171323,0.762842441,0.781367312,0.874569958,0.888360696,400,43,1258,0.003237818,44,10,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,123540
36,"Charleston--North Charleston, SC Urbanized Area",0.062625521,0.249704462,0.282002023,0.37273085,0.472727956,0.562646644,0.64133293,0.7137071,0.788422495,0.866734811,0.936529526,0.189176203,0.28155061,0.445041229,0.582794319,0.731082716,0.833370048,0.871814974,0.646625842,0.687853181,0.937219689,0.95687004,0.015236605,0.001346368,0.0796,0.016304601,0.012765351,0.000174305,0.007524412,0.000251011,0.072248277,0.21625467,0.275272402,0.443445473,0.615789684,0.71845849,0.783215116,0.843390544,0.893203921,0.938401768,0.973075449,0.235105524,0.334834416,0.515616671,0.669508907,0.805504927,0.885842442,0.914704852,0.638887728,0.690570685,0.925438063,0.943614465,400,52,1743,0.000782364,44,17,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,511271
37,"Chattanooga, TN--GA Urbanized Area",0.058804484,0.248560097,0.282793986,0.366713991,0.450140386,0.528113843,0.606161831,0.681890213,0.759541724,0.843460507,0.926343197,0.215156675,0.330280426,0.51086691,0.644546011,0.785976924,0.872050499,0.901249367,0.736101682,0.768438973,0.949315167,0.968104669,0.005565744,0.001694768,0.081,0.014142136,0.011513491,7.26E-05,0.0098496,0.000266836,0.075046774,0.239010386,0.304583985,0.455754109,0.595921553,0.687148327,0.76577672,0.821563579,0.874636351,0.924796443,0.968615537,0.315435829,0.43284062,0.607271541,0.73281414,0.860796664,0.917624195,0.938254792,0.683940607,0.734213405,0.934741317,0.953398351,400,46,1091,0.001221811,44,17,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,327383
38,"Clarksville, TN--KY Urbanized Area",0.088009505,0.292385827,0.32366765,0.456167585,0.582129148,0.678739849,0.752154216,0.814038959,0.868732538,0.921190955,0.962250307,0.196286472,0.283454931,0.464954215,0.629128466,0.79092278,0.889688258,0.924359006,0.609307903,0.679561404,0.896254652,0.921084061,-0.0040027,0.01019697,0.0964,0.015001333,0.018702797,0.000372906,0.006782967,0.000132618,0.095445945,0.285295758,0.33306215,0.538195746,0.700083183,0.805118056,0.86510142,0.909471923,0.943755313,0.969414152,0.987540792,0.212238236,0.301517625,0.494815072,0.68015975,0.843472825,0.928758465,0.953172426,0.602950232,0.679236463,0.898638597,0.915331407,400,43,1398,0.002611171,44,10,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,153188
39,"College Station--Bryan, TX Urbanized Area",0.054112418,0.202139948,0.287822264,0.548602185,0.64906326,0.724711406,0.781798386,0.834056376,0.87879778,0.923896084,0.96349139,0.338808262,0.449967066,0.606253063,0.717948798,0.824745036,0.888730376,0.915484846,0.555523501,0.728844106,0.842712561,0.905978631,0.010979347,0.004791914,0.0686,0.014022839,0.01290118,0.000292817,0.004691067,0.000130144,0.043101908,0.12154657,0.306255543,0.680374166,0.79670413,0.862780009,0.898271135,0.925439972,0.951384744,0.97157675,0.989927601,0.490418895,0.607941176,0.752250446,0.845124777,0.914763815,0.951564171,0.967776292,0.579512586,0.737210672,0.848530278,0.924730115,400,57,2323,0.002411483,44,8,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,165873
40,"Colorado Springs, CO Urbanized Area",0.066322431,0.273234729,0.304992946,0.400232951,0.493962902,0.57847682,0.652082464,0.723922292,0.79767353,0.875318828,0.941976048,0.187740907,0.280284816,0.434792632,0.565658088,0.717100515,0.815453048,0.856533101,0.693412224,0.79440806,0.858370097,0.886868852,0.010855294,0.001509959,0.0842,0.01072194,0.012983105,0.000203349,0.005491212,0.000204442,0.079972894,0.245966547,0.295729448,0.479607367,0.634747898,0.74401388,0.812599563,0.868959854,0.913729177,0.950953334,0.978491337,0.225402045,0.322510891,0.509780556,0.663796967,0.809304114,0.893464265,0.922728402,0.635809772,0.746500231,0.833219489,0.860985486,400,86,2735,0.000778578,44,14,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,513757
41,"Columbia, MO Urbanized Area",0.052001212,0.204810069,0.27768234,0.483812665,0.58560835,0.665154196,0.727104663,0.784521162,0.838927064,0.899562439,0.954555313,0.298219212,0.393694821,0.531571941,0.653091681,0.783753972,0.86449852,0.89799609,0.758706487,0.782055152,0.886852028,0.939080785,0.004660866,0.000851023,0.0524,0.0068,0.012263562,0.000398284,0.005901638,9.04E-05,0.042165684,0.126126028,0.308723953,0.674034385,0.79344926,0.854875407,0.895551542,0.92706668,0.948013117,0.967884677,0.983936882,0.504657902,0.603625348,0.738701044,0.827329124,0.906371678,0.939893356,0.959133568,0.721767159,0.741766308,0.851915876,0.920902302,400,43,1880,0.003442637,44,8,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,116190
42,"Columbia, SC Urbanized Area",0.059296844,0.248633101,0.295790127,0.404447986,0.492363358,0.574320286,0.6488631,0.721969524,0.795183598,0.870282329,0.938426463,0.208726789,0.307376804,0.46797771,0.606141484,0.755628533,0.851378087,0.889545588,0.550508886,0.583441929,0.931392031,0.956322811,0.007061493,0.000763806,0.086,0.011349009,0.011740411,0.000154911,0.00822788,0.000206024,0.056567411,0.190928223,0.318216093,0.543269601,0.678875207,0.764585143,0.826500694,0.874372453,0.914213048,0.950738369,0.980396722,0.319382703,0.443938509,0.633607473,0.767348262,0.873407684,0.928917524,0.947993141,0.503625618,0.543987045,0.910299917,0.941443439,400,57,1310,0.00080335,44,19,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,497915
43,"Columbus, GA--AL Urbanized Area",0.068452505,0.273775166,0.311753214,0.408511272,0.507614257,0.59379967,0.666304166,0.738579485,0.806769701,0.878645049,0.944783998,0.23011039,0.34770684,0.532410379,0.667214066,0.805453511,0.889273927,0.922826903,0.463691698,0.497873204,0.918650146,0.938260803,-0.001891755,0.007273565,0.108,0.008,0.013957533,0.000391943,0.00828422,0.000319014,0.08492735,0.260376363,0.337182722,0.502310623,0.659284548,0.758547326,0.823403097,0.875569409,0.914409645,0.954404367,0.978955354,0.287960056,0.41577432,0.603759413,0.733388864,0.861251276,0.927166188,0.956329565,0.469145923,0.522924455,0.91129413,0.929507381,400,49,1561,0.00174279,44,12,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,229517
44,"Concord, CA Urbanized Area",0.055348783,0.265923174,0.291394768,0.34875236,0.412750397,0.483551927,0.562246027,0.651001218,0.747360682,0.844140733,0.929154003,0.147324808,0.219581334,0.324690235,0.407203941,0.511381883,0.604587456,0.655836946,0.600137917,0.695224835,0.722436488,0.909938333,0.007486217,0.003344059,0.0676,0.011892855,0.011723029,0.000138,0.006651625,0.000147752,0.069800799,0.222096373,0.249672944,0.360243839,0.49270832,0.618060416,0.719829857,0.795746417,0.860415714,0.921303773,0.964875793,0.166448196,0.244919737,0.369365601,0.456377254,0.569635011,0.665437084,0.714342645,0.506780105,0.616637624,0.668864819,0.897370189,400,93,2649,0.000741121,44,14,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,539723
45,"Concord, NC Urbanized Area",0.064321571,0.283831507,0.313663343,0.388677317,0.464358834,0.541906704,0.618083289,0.703011397,0.785800599,0.863464517,0.936366201,0.193377975,0.310896302,0.4951695,0.642073146,0.787043512,0.87806159,0.909509795,0.651036212,0.713985017,0.919175776,0.934514116,0.009249623,0.002662823,0.1064,0.016811901,0.011375507,7.91E-05,0.0094824,0.000266595,0.078116089,0.272140542,0.320824002,0.452603174,0.568407216,0.681672764,0.75735468,0.837070368,0.889425952,0.930639979,0.974761103,0.248886787,0.384304685,0.606375852,0.756659574,0.880541435,0.946220988,0.96114592,0.548341857,0.608080028,0.897320596,0.912766573,400,43,1042,0.002129325,44,13,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,187853
46,"Conroe--The Woodlands, TX Urbanized Area",0.066389583,0.300678504,0.327318222,0.393231839,0.468215805,0.548505435,0.634595261,0.716385363,0.797085134,0.876876857,0.944435255,0.163919448,0.248149478,0.389065938,0.492300299,0.619175719,0.718528383,0.764466035,0.659847667,0.847527971,0.905950073,0.940903003,0.025751581,0.003166337,0.0478,0.005844656,0.013126028,0.000168397,0.006635983,0.000185318,0.074417684,0.263668719,0.290902561,0.41162008,0.544985336,0.663465213,0.75763031,0.826311161,0.890378603,0.940435465,0.972996367,0.181257348,0.278613971,0.441809537,0.556142685,0.688666813,0.782806424,0.817017868,0.640297569,0.815678262,0.886302913,0.931256985,400,57,1778,0.001687821,44,12,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,236992
47,"Corpus Christi, TX Urbanized Area",0.064516332,0.280991643,0.314798988,0.400917669,0.488207603,0.569604842,0.641674781,0.713935259,0.785504333,0.863042458,0.936025863,0.215542887,0.32733058,0.500472709,0.628079273,0.758086701,0.851266363,0.885513778,0.327595439,0.864915312,0.9073406,0.926657646,0.001018426,0.004801438,0.0644,0.009090655,0.013948197,0.000285154,0.007971696,0.000206754,0.082603621,0.287434552,0.340122127,0.486781357,0.619644838,0.717108148,0.790542545,0.851399887,0.899515746,0.938578448,0.975464909,0.253815872,0.367468551,0.560915528,0.685247486,0.81700708,0.896388471,0.924020401,0.346637016,0.865963799,0.926267081,0.942908557,400,64,2374,0.001401021,44,11,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,285506
48,"Danbury, CT--NY Urbanized Area",0.048846079,0.245257188,0.279855814,0.356296314,0.423545918,0.496847632,0.572376785,0.656030652,0.753798868,0.851122955,0.933745953,0.164468665,0.250026338,0.398502421,0.509829555,0.640116652,0.741221559,0.786725152,0.709081957,0.776249172,0.821126174,0.868997087,-0.001437908,0.002086423,0.0776,0.007838367,0.010069291,0.000121742,0.007412988,0.00014545,0.061634684,0.216326107,0.262238246,0.386809187,0.540613698,0.645868368,0.740422493,0.814727361,0.877352623,0.930360064,0.965364325,0.234702003,0.327969832,0.482970508,0.604332868,0.732651252,0.824236415,0.866753805,0.51797982,0.607567626,0.692035208,0.758415629,400,57,1118,0.002716395,44,11,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,147254
49,"Davenport, IA--IL Urbanized Area",0.063726445,0.266308132,0.297947729,0.37607175,0.457207089,0.539585073,0.614968836,0.688222229,0.763539074,0.845311407,0.924447671,0.186412025,0.284831368,0.454590566,0.597987261,0.74681855,0.850504428,0.891308131,0.762774915,0.827714186,0.922275067,0.946141875,-0.003339735,0.001760582,0.0672,0.005946427,0.012514862,9.98E-05,0.009206616,0.000171423,0.085929038,0.247955969,0.302725558,0.472092857,0.61276949,0.695734889,0.770942041,0.831990807,0.887854578,0.928955139,0.96495868,0.274772315,0.389870487,0.568145252,0.704952643,0.824025742,0.902104673,0.930853736,0.707214377,0.770204781,0.898285778,0.934446654,400,33,1708,0.001694133,44,12,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,236109
50,"Dayton, OH Urbanized Area",0.060432244,0.261563833,0.293799893,0.379170378,0.460421338,0.537560376,0.60663321,0.680913533,0.759142518,0.844581413,0.92623689,0.21730808,0.315811557,0.481298914,0.616827475,0.753174145,0.84349385,0.88296484,0.756890459,0.774955343,0.940218135,0.963545255,0.000251042,0.001482348,0.0892,0.012607934,0.011642129,7.57E-05,0.0098504,0.000248935,0.076556927,0.241222807,0.312929914,0.494135778,0.631342089,0.72201409,0.784662318,0.837762359,0.888898505,0.935852222,0.972577045,0.33329917,0.449678605,0.627380382,0.756488609,0.863020108,0.922655824,0.944419317,0.695484617,0.71640173,0.931146791,0.957642532,400,37,1722,0.000660975,44,19,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,605167
51,"Deltona, FL Urbanized Area",0.055191751,0.262689518,0.298025118,0.375358762,0.445698695,0.519016057,0.587780484,0.663070873,0.748804126,0.836649538,0.922817414,0.188985074,0.317583274,0.534734497,0.68935424,0.833211842,0.912679617,0.94072219,0.647558215,0.820683304,0.91535411,0.929361883,0.018540178,0.005180163,0.0962,0.016117072,0.009302731,8.56E-05,0.012741913,0.000232764,0.071513164,0.265737451,0.304890023,0.430324011,0.547498305,0.633627889,0.703217839,0.773455609,0.831961779,0.892138107,0.947040782,0.230425176,0.351817877,0.577716773,0.733404754,0.864064279,0.941747573,0.970552394,0.619497826,0.803257869,0.912379726,0.928078175,400,71,1565,0.00265013,44,10,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,150936
52,"Denton--Lewisville, TX Urbanized Area",0.058673699,0.26822817,0.308522909,0.404630834,0.487380324,0.563237915,0.63994342,0.72297311,0.806334763,0.887975833,0.953798562,0.187250948,0.265057397,0.397389618,0.511066968,0.640931645,0.746888116,0.793701973,0.625603636,0.783888557,0.861646772,0.935398585,0.00805623,0.001033903,0.0602,0.007678542,0.014631054,0.00012409,0.00595218,0.000123132,0.064539861,0.210166307,0.287722076,0.492252315,0.641933981,0.73596265,0.801513134,0.858189483,0.908562802,0.948124747,0.979930096,0.270221623,0.371239907,0.53028413,0.660773001,0.780085829,0.863029904,0.893778432,0.553590271,0.726322981,0.842759405,0.917202764,400,57,2448,0.001125299,44,12,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,355461
53,"Des Moines, IA Urbanized Area",0.068626963,0.276218138,0.303759584,0.377731975,0.470792487,0.563006797,0.642254542,0.723035213,0.799083241,0.873760236,0.940906949,0.161093828,0.243499858,0.387171712,0.526424524,0.693117179,0.805723337,0.855339598,0.796610437,0.854511015,0.914033198,0.955752337,0.010930468,0.000892054,0.0542,0.0053066,0.014472836,0.000145847,0.006910598,0.00014206,0.07550928,0.233927797,0.288510707,0.465242842,0.630829993,0.739662217,0.804666917,0.861158864,0.910146149,0.948451098,0.978540365,0.223154638,0.332819854,0.506139607,0.669546156,0.822498608,0.89872653,0.930256465,0.715845951,0.789512538,0.884790168,0.937004397,400,38,2063,0.000966536,44,14,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,413849
54,"Duluth, MN--WI Urbanized Area",0.052862578,0.209555973,0.269661961,0.417561491,0.504027209,0.581947531,0.64432752,0.707812705,0.775468218,0.853917285,0.928311316,0.260257419,0.372111625,0.53894654,0.66718353,0.797133654,0.887788624,0.92059055,0.898244296,0.908672277,0.933412507,0.949118765,-0.000215694,0.000817643,0.0678,0.013287588,0.010031311,0.000184049,0.009982663,0.000164937,0.050352361,0.142217645,0.315673379,0.61674952,0.735052023,0.802742659,0.851643406,0.889953046,0.923615898,0.957505819,0.97893943,0.472557572,0.598170818,0.740199803,0.842099339,0.915210356,0.957797477,0.969082126,0.832478567,0.856123699,0.896938151,0.922068279,400,43,1428,0.003975511,44,8,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,100616
55,"Durham, NC Urbanized Area",0.058953189,0.232300763,0.283274493,0.39557164,0.49777672,0.589994872,0.666393061,0.744741538,0.81489167,0.88223934,0.944553887,0.213665964,0.302229432,0.451788453,0.572910369,0.711981429,0.807296114,0.844705868,0.474494178,0.55514939,0.864988703,0.926230203,0.014182173,0.000658667,0.0688,0.010107423,0.012360118,0.000254522,0.005585719,0.000146645,0.059742468,0.178652208,0.282508313,0.496928087,0.658058587,0.76366778,0.829022419,0.876474942,0.915260568,0.94968983,0.978566502,0.335704784,0.438815358,0.589507176,0.71078218,0.830420363,0.90017533,0.924767504,0.45267325,0.546475291,0.83676534,0.921055367,400,50,1790,0.001229691,44,13,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,325285
56,"El Paso, TX--NM Urbanized Area",0.075100477,0.312547826,0.349564262,0.446322059,0.530498314,0.604735673,0.67527512,0.748488072,0.817491467,0.886474946,0.949030066,0.25961421,0.396915054,0.590030648,0.712272281,0.829060955,0.900904931,0.927613993,0.126964167,0.824422687,0.856992312,0.867633792,-0.007441653,0.003158918,0.0852,0.007959899,0.015687899,0.000397322,0.006345603,0.000231154,0.111438964,0.317450728,0.357055649,0.505463523,0.6463967,0.743576742,0.810965885,0.867377635,0.909124092,0.945713602,0.976761373,0.26212849,0.399997626,0.600450396,0.732088762,0.854799325,0.921634717,0.942267466,0.180761758,0.746760609,0.814812564,0.830726947,400,79,2846,0.000561012,44,16,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,712997
57,"Elkhart, IN--MI Urbanized Area",0.068560431,0.302988296,0.333883528,0.40806142,0.484199379,0.562134603,0.639014035,0.715303512,0.789524926,0.867110368,0.937113447,0.20284904,0.315219852,0.516546002,0.677669895,0.833350483,0.913868184,0.939259299,0.698431706,0.832391966,0.908277751,0.920357119,-0.001128282,0.001473808,0.0864,0.019272779,0.013993543,0.000207309,0.008239814,0.000182259,0.094501786,0.306247792,0.348073074,0.48263412,0.596993839,0.699638947,0.765168165,0.827695145,0.876888662,0.93580511,0.972901377,0.297046133,0.433482686,0.632149574,0.786370174,0.909392632,0.95730999,0.971775086,0.645175052,0.745142592,0.874287039,0.889116624,400,36,1351,0.003223805,44,10,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,124077
58,"Erie, PA Urbanized Area",0.058729388,0.255301159,0.297282758,0.391927926,0.476483001,0.548964032,0.616643874,0.684845744,0.759766582,0.844455228,0.93184347,0.24178357,0.348813936,0.529449426,0.6665813,0.801090931,0.887508021,0.918004813,0.821423516,0.845725308,0.937848122,0.956147049,-0.005642092,0.001601531,0.0828,0.010047885,0.011220005,0.000109005,0.009876769,0.000203099,0.066869447,0.230901571,0.32260018,0.498778499,0.633735454,0.724305465,0.792647595,0.837364861,0.885034374,0.931265613,0.968626345,0.35267271,0.468717903,0.665100701,0.787558612,0.884526415,0.940374224,0.956164873,0.759433303,0.792086313,0.912734801,0.944790886,400,43,1985,0.00245083,44,9,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,163210
59,"Eugene, OR Urbanized Area",0.050557782,0.216380365,0.264650024,0.404723095,0.48740279,0.568341097,0.641698428,0.710964985,0.779041532,0.851863266,0.926574907,0.25079889,0.368040123,0.544423207,0.673608663,0.803574642,0.881518238,0.911678548,0.808551366,0.865234019,0.8788832,0.911226272,0.010925076,0.005329571,0.0988,0.015522886,0.009883474,0.000191054,0.00921549,7.27E-05,0.049477754,0.15148012,0.252494953,0.551410689,0.675125295,0.76272249,0.823282182,0.868482873,0.908954867,0.944253267,0.97555772,0.383843302,0.517354739,0.69643251,0.815316946,0.913503032,0.949785485,0.962939382,0.7685146,0.830625018,0.85146319,0.901275618,400,71,2484,0.001856493,44,9,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,215460
60,"Evansville, IN--KY Urbanized Area",0.06337151,0.257001984,0.291335522,0.378880425,0.465472621,0.545336066,0.614337209,0.688011152,0.76219135,0.848504126,0.928913007,0.203015552,0.315654701,0.494080728,0.645947388,0.794710054,0.883728154,0.916496727,0.846101485,0.860955807,0.949179403,0.962333309,1.97E-05,0.000946892,0.0654,0.010365327,0.011850593,0.000179225,0.010103823,0.000215195,0.080357963,0.238594094,0.302793213,0.474771537,0.611717028,0.703079078,0.77560158,0.834140797,0.885085645,0.934233789,0.970747612,0.274871722,0.411124993,0.60867652,0.746289181,0.875517629,0.933382051,0.957953215,0.787828268,0.809241794,0.918775735,0.94756703,400,39,1632,0.002062132,44,11,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,193974
61,"Fairfield, CA Urbanized Area",0.061123324,0.278040752,0.309575757,0.39863995,0.487487114,0.573223525,0.648290977,0.717888306,0.794525931,0.874645889,0.943506633,0.187510686,0.293989224,0.441242487,0.549340879,0.687181893,0.794451727,0.838058455,0.323549073,0.450802971,0.611803718,0.781744726,0.007446207,0.00149756,0.1022,0.009826495,0.012124298,0.000321683,0.007603464,0.000262254,0.078372377,0.275697529,0.311768993,0.442612808,0.575329695,0.683806828,0.764815066,0.82959284,0.885259518,0.930425128,0.961869004,0.206795793,0.333773071,0.509179006,0.621151783,0.761111591,0.857167515,0.8922561,0.319763541,0.44761144,0.614083719,0.758851254,400,86,3083,0.003288311,44,6,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,121643
62,"Fargo, ND--MN Urbanized Area",0.063096689,0.227329883,0.279173644,0.43022618,0.534215098,0.623148674,0.695037693,0.754252399,0.81720924,0.881910562,0.944893927,0.207779104,0.294674679,0.449591961,0.599650253,0.762527064,0.860967079,0.896688503,0.876272409,0.896613752,0.930294632,0.955715402,0.01300378,0.004853694,0.0364,0.006529931,0.014391148,0.000362644,0.006203862,0.00014892,0.049890106,0.14256122,0.281422014,0.59782059,0.743270185,0.815552487,0.861479587,0.894851497,0.927936514,0.952045203,0.980977574,0.335065922,0.448880245,0.625643433,0.772348999,0.881457387,0.935983635,0.951610469,0.837888938,0.858789477,0.91024019,0.939501879,400,21,2361,0.002411164,44,8,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,165895
63,"Fayetteville, NC Urbanized Area",0.077626622,0.282767961,0.316392176,0.430014667,0.542445326,0.628902949,0.69801578,0.765823742,0.831745402,0.893957334,0.951353898,0.201147403,0.304219965,0.484191878,0.636370296,0.788140993,0.878420932,0.913431,0.42290591,0.486085105,0.871188853,0.896327371,-0.004188626,0.003304317,0.125,0.012743626,0.015652164,0.000327012,0.007824284,0.000290732,0.093849296,0.261904083,0.305724,0.514375603,0.681375038,0.781958619,0.84132073,0.889062562,0.929111736,0.958099682,0.982153146,0.22224393,0.324738433,0.534553496,0.694424469,0.845009124,0.919416051,0.944228059,0.430461556,0.486501549,0.842396533,0.868201214,400,43,1430,0.001412958,44,14,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,283094
64,"Fayetteville--Springdale--Rogers, AR--MO Urbanized Area",0.073291439,0.283462028,0.324614093,0.429188758,0.522671212,0.616289596,0.698580914,0.774230854,0.837187307,0.899593632,0.953044914,0.172420831,0.277388444,0.462944804,0.613150107,0.751774842,0.838177197,0.873881036,0.694159873,0.806150569,0.835843588,0.871146829,0.013444549,0.002113899,0.0518,0.010186265,0.014132043,0.000283627,0.006594021,9.92E-05,0.086125996,0.234250462,0.323210399,0.526329536,0.656513712,0.757493883,0.826841386,0.878311643,0.913609823,0.951114513,0.977217394,0.25174382,0.367267416,0.567793258,0.709995506,0.822952809,0.896705618,0.926121348,0.700128907,0.765661919,0.820609624,0.868859331,400,57,1497,0.001423356,44,14,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,281026
